pressure temperature e- H2 H H+ H- H2- H2+ H3+ He H2O CH4 CO NH3 N2 PH3 H2S TiO VO Fe FeH CrH Na K Rb Cs CO2 HCN C2H2 C2H4 C2H6 SiO MgH OCS Li LiOH LiH LiCl LiF
0.75415 1310.4 9.985798328834707e-12 0.836765120584651 1.3749109189654344e-06 4.5005973959633003e-38 9.938764486451727e-17 2.1492102942669794e-22 4.5005973959633003e-38 8.877184946667989e-35 0.16227680561507327 0.00038623816962811105 2.2844970406493683e-05 0.00043192328013739166 5.699722824667778e-07 6.820438784567165e-05 2.3766983284371468e-07 2.721059363268353e-05 7.859696944015767e-16 4.623806051063e-14 1.9556304782077758e-09 8.611620600400439e-13 2.138470150540175e-12 3.5757283271277405e-06 1.971299026318267e-07 3.6639376038786407e-10 1.1109210820065044e-11 1.1045042710183337e-07 6.426185842904699e-09 1.9377759152481964e-11 3.0901110581270304e-11 8.949699434255308e-13 4.454057727552279e-09 2.4158748215570915e-14 5.994727252453314e-10 2.7445076059748387e-10 4.2882843065856134e-10 1.937702210872177e-11 2.7935646320846703e-09 4.7728042768026924e-11
0.86291 1341.8 1.542647749594823e-11 0.8367714317787406 2.080073172465056e-06 4.50059465885809e-38 2.14038829771864e-16 6.06154645541373e-22 4.50059465885809e-38 5.721479168898022e-34 0.16227494807292853 0.00038087580216824917 1.8908141154461006e-05 0.0004373654516774357 5.780445463646173e-07 6.820905139667341e-05 2.2937425594564383e-07 2.7197543604691752e-05 3.063694144062876e-15 1.5099317333958632e-13 4.03206588332919e-09 2.051927231436951e-12 5.287215919757478e-12 3.5965002274430697e-06 2.0343933130117716e-07 3.7999033643693534e-10 1.2407939734706508e-11 1.0307798072031839e-07 7.203758898485435e-09 2.4149661591241176e-11 2.94725245775542e-11 7.184089173337982e-13 1.2713320644153964e-08 8.293802094929835e-14 6.049022989779249e-10 3.628458947531284e-10 4.4398742678265295e-10 2.6174600223959533e-11 2.6594513713344194e-09 4.14839386204976e-11
0.98736 1374.5 2.376474108306666e-11 0.8367805602617882 3.1360820964320615e-06 4.5005991982590705e-38 4.587901260710241e-16 1.6991124908558792e-21 4.5005991982590705e-38 3.6357825278885815e-33 0.16227238624841794 0.00037358294692669197 1.586340424561798e-05 0.00044496509844142663 5.867690041448263e-07 6.82192765386233e-05 2.2317110381156745e-07 2.7188314505685256e-05 1.186350240966613e-14 4.897784643179612e-13 8.26221381838021e-09 4.856539335416024e-12 1.2981439550939738e-11 3.6177227314831443e-06 2.100524654725884e-07 3.9428895026706096e-10 1.3855347193783832e-11 9.618130488018012e-08 8.16047286277001e-09 3.073142137612596e-11 2.878596967580759e-11 5.91855950592302e-13 3.61781755836323e-08 2.8363189323655097e-13 6.133576739950211e-10 4.760294358150506e-10 4.5468842118831935e-10 3.5097113450772425e-11 2.550578542758013e-09 3.5907235222899463e-11
1.1297 1408.7 3.6485522633890406e-11 0.8367816333736607 4.720914365840267e-06 4.500580663747255e-38 9.782303781598096e-16 4.734111969376123e-21 4.500580663747255e-38 2.3081092678757006e-32 0.1622721171643787 0.00037190528800684034 1.295534027072034e-05 0.00044640930850645653 5.95671800066108e-07 6.819257335066001e-05 2.1020645122885998e-07 2.7156462146655016e-05 4.467134894072466e-14 1.5672271019696922e-12 1.6864519594320656e-08 1.1450115309841824e-11 3.159413303114041e-11 3.6369177348901995e-06 2.1618817985045717e-07 4.0764445961082307e-10 1.533199361074477e-11 8.988659850293446e-08 8.980924638372983e-09 3.692926462883939e-11 2.658975626908314e-11 4.617124853669349e-13 1.0089631962291044e-07 9.499564281902818e-13 6.129694341729949e-10 6.203531310224972e-10 4.700985003158177e-10 4.6756065377571934e-11 2.381695297398096e-09 3.09285601112327e-11
1.2927 1445.0 5.616416865903424e-11 0.8367767626123491 7.1442757627591985e-06 4.5005408343238495e-38 2.091283273484709e-15 1.3252722416818708e-20 4.5005408343238495e-38 1.5151757743278753e-31 0.16227358199790243 0.00037330373657893203 1.0398769117661292e-05 0.0004455153241610212 6.040000471435528e-07 6.816659920909908e-05 1.950231692719524e-07 2.7066359542120466e-05 1.6394071872604187e-13 5.036812989211542e-12 3.462656294566178e-08 2.7205294025864868e-11 7.640202416344286e-11 3.652053857283774e-06 2.2090989938649135e-07 4.179973589706868e-10 1.66401040095727e-11 8.43205206412922e-08 9.751924104002541e-09 4.3173447717545484e-11 2.3809710166857823e-11 3.4834410102984557e-13 2.8133269000319883e-07 3.1828071127911387e-12 6.085879571978491e-10 8.12110713950902e-10 4.913319492236713e-10 6.255499984213798e-11 2.0753119574100867e-09 2.6637560401774197e-11
1.4791 1483.8 8.723526259492115e-11 0.836776587760523 1.08892790169362e-05 4.5005098389312054e-38 4.528324396999177e-15 3.768816571174024e-20 4.5005098389312054e-38 1.0210982951500177e-30 0.16227410748071705 0.00037098812700928703 8.451343610110753e-06 0.0004489857123168194 6.113655339389039e-07 6.815404053624107e-05 1.8217905778759553e-07 2.6992643539598105e-05 6.200806281416841e-13 1.658646873162458e-11 7.2004196174163e-08 6.55393347004334e-11 1.8737800811072913e-10 3.6687185983434698e-06 2.2619297437479443e-07 4.2960496242894366e-10 1.816645277715856e-11 7.900512633117823e-08 1.0793550863590556e-08 5.2419870769335653e-11 2.2009955858640763e-11 2.700699540012101e-13 8.061246067463683e-07 1.0976966335901258e-11 6.105110472558337e-10 1.0699471101170913e-09 5.094255989213955e-10 8.416782571090688e-11 1.8273443233082847e-09 2.292356916728668e-11
1.6924 1525.4 1.3627905933311326e-10 0.8367646382165056 1.6735038540196315e-05 7.792147769297351e-38 9.881648158527643e-15 1.0836984251822978e-19 5.952334550016779e-38 7.167701383604624e-30 0.1622707364345252 0.0003742064280613863 6.720617054034941e-06 0.0004524710744745137 6.176649998748321e-07 6.81469187468822e-05 1.6873337348956483e-07 2.6492017978955242e-05 2.320851771072587e-12 5.517476266376432e-11 1.514824341266063e-07 1.6008219006262837e-10 3.5481619534400733e-10 3.6809135052569775e-06 2.3006776148441285e-07 4.3801147993045106e-10 1.931474498080482e-11 7.513509597568053e-08 1.1770310942832966e-08 6.170728565495072e-11 1.960496367704179e-11 2.0087274449114232e-13 2.313020534219471e-06 3.7949762007802155e-11 6.031123272350597e-10 1.3485975420539092e-09 5.108014941216971e-10 1.0827901733009386e-10 1.482654802926265e-09 1.8729747238857936e-11
1.9365 1570.6 2.1559354175482438e-10 0.8367475669331221 2.6070579136934534e-05 1.800449638054329e-37 2.1959949179563348e-14 3.191193253271514e-19 9.133995316102023e-38 5.334584316864854e-29 0.1622659574624735 0.0003797981121818656 5.237761058985314e-06 0.0004553785843313408 6.220278068071537e-07 6.814626342231855e-05 1.5522203659671008e-07 2.583648765918348e-05 8.828681718549222e-12 1.8917900486472994e-10 3.2576825515553077e-07 4.0080348585563244e-10 6.272712988455332e-10 3.690650478352929e-06 2.3313726671644277e-07 4.446002576822602e-10 2.0251762254160698e-11 7.172937426073748e-08 1.2730855411814108e-08 7.138099573441027e-11 1.697594594091806e-11 1.440810547770138e-13 6.797959492190705e-06 1.3474226424259122e-10 5.915123109883698e-10 1.6702323483035351e-09 5.025419309201043e-10 1.3671630368390777e-10 1.1428763866953695e-09 1.4839667586416272e-11
2.2157 1622.3 3.548916827966989e-10 0.836711263728823 4.2230511295588666e-05 1.0817810209429e-36 5.174500131797414e-14 1.0126912927068495e-18 4.299071610468412e-37 4.644759514168358e-28 0.16226109841545228 0.00039261294382196717 3.862856459518533e-06 0.0004587696858238793 6.204510138991926e-07 6.815482323277507e-05 1.404983047297138e-07 2.512620588900695e-05 3.707683295823186e-11 6.914292798283392e-10 7.485101765243399e-07 1.0797191083389556e-09 1.0232276400234791e-09 3.6992705058418584e-06 2.3583032335077325e-07 4.5015207048079233e-10 2.101719271371363e-11 6.951869752898297e-08 1.3494097737875993e-08 7.913819470728929e-11 1.3646394054361502e-11 9.366356528756062e-14 1.6802568420989357e-05 5.866890465460742e-10 5.793483015435898e-10 2.0279882687902894e-09 4.823972911967905e-10 1.6862934752378664e-10 8.215338089946572e-10 1.1088462809792996e-11
2.5353 1681.7 6.081625651352138e-10 0.8366488953860577 7.125415396423747e-05 3.1621546505107674e-35 1.2934367491198302e-13 3.467455588112789e-18 1.1945480692121541e-35 4.7790962372348995e-27 0.16225294858656458 0.0004187680066273839 2.6493914465939133e-06 0.0004610463242777577 6.12800742026625e-07 6.816966512336623e-05 1.242710336426773e-07 2.4103725319997778e-05 1.7121823174379046e-10 2.7635911009698985e-09 1.8405351436929955e-06 3.1368213811689326e-09 1.2398132053871184e-09 3.704716468954623e-06 2.3747928917091174e-07 4.5312078975231285e-10 2.1350914966554442e-11 6.906732303081017e-08 1.3792750517712273e-08 8.137997913073435e-11 9.844774183721963e-12 5.331102982996642e-14 3.195795494788068e-05 3.225339867832569e-09 5.587522299818947e-10 2.3542375681364085e-09 4.46066065429998e-10 1.9813364691740807e-10 5.305581529096395e-10 7.608886641325981e-12
2.9009 1742.8 1.0159281539776174e-09 0.8365573036490714 0.00011733003630081994 7.995409294089874e-34 3.10140857018057e-13 1.1270696711996479e-17 2.885471056018357e-34 4.4855111813205806e-26 0.1622453091040115 0.0004500345926171237 1.8484701797164523e-06 0.0004624710561264423 6.091120121473555e-07 6.818299256943851e-05 1.0933419701929793e-07 2.3464058814830943e-05 7.284286239193268e-10 5.203731926092732e-09 4.313480868343526e-06 8.65812343784198e-09 1.4868835454809684e-09 3.707432719362945e-06 2.3817172593693843e-07 4.534689210914439e-10 2.123169524020682e-11 6.932443511690969e-08 1.402011213964031e-08 8.263013356538615e-11 7.162749399520127e-12 3.111061356600197e-14 4.6656014196704225e-05 1.0104008777892412e-08 5.46276759882944e-10 2.5937003190912975e-09 4.0074848183761925e-10 2.2148596724263382e-10 3.3100188089054926e-10 5.082148615162489e-12
3.3193 1805.5 1.653992992061578e-09 0.8364454753857913 0.00018849912809835745 1.7465488902616855e-32 7.142967475210494e-13 3.4824342245690385e-17 6.051864218967088e-33 3.828475084376503e-25 0.16223999214762158 0.0004885967520784504 1.3060806816423116e-06 0.00046258901412505514 6.091179623330597e-07 6.81575079913137e-05 9.501468442937188e-08 2.2987811646660545e-05 2.860772710037634e-09 7.207729230414552e-09 9.632371431159565e-06 2.268742485037996e-08 1.7696151872493834e-09 3.708204893164547e-06 2.3830770242743124e-07 4.523686635618667e-10 2.088256207312313e-11 7.036994215908215e-08 1.4105842769745575e-08 8.22075206897556e-11 5.214305849742366e-12 1.8460143265235916e-14 5.997351627875488e-05 2.5899511324205986e-08 5.362071250134114e-10 2.77246521925169e-09 3.5843391154939016e-10 2.408049110759239e-10 2.0497428051595588e-10 3.377364405693861e-12
3.7979 1869.8 2.6311219353083352e-09 0.836317561781288 0.00029593455748045473 3.322902141362282e-31 1.582057365693078e-12 1.0246817064893572e-16 1.1108801191807014e-31 2.991304833397483e-24 0.1622240278882435 0.0004891724811687939 1.0264619920074615e-06 0.00046251156661056953 6.129114051244805e-07 6.812233566567358e-05 8.149795327002906e-08 2.2925496693466164e-05 1.0846429849435273e-08 6.739319063787242e-09 2.0015884250467343e-05 5.516258674114418e-08 2.086919611658438e-09 3.70692165259664e-06 2.3751560263443478e-07 4.481078152278587e-10 2.0032580880528606e-11 6.613981300811458e-08 1.5455263357054963e-08 9.670497584639161e-11 4.580009461851627e-12 1.3429304860890152e-14 6.035956469316989e-05 3.3675794275238966e-08 5.36027570661129e-10 2.8839230154162745e-09 2.9210120688912195e-10 2.553759673036205e-10 1.2626285312591297e-10 2.2373023237750585e-12
4.3457 1935.5 4.087279601318227e-09 0.8361402190929393 0.00045362730776085186 5.481072023645701e-30 3.3731591787998917e-12 2.8734542946098166e-16 1.776482135647923e-30 2.1275619989885806e-23 0.1622082276502934 0.000490484469720079 8.267768559741509e-07 0.0004628160889465593 6.206100077952102e-07 6.809507739489822e-05 7.015077082629216e-08 2.280147515361448e-05 3.551871166254338e-08 6.1181499965057554e-09 3.242889684990961e-05 1.0420249201015722e-07 2.4454233461469628e-09 3.704921680508265e-06 2.3621106774449053e-07 4.4204578829916487e-10 1.9010850682921322e-11 6.254675970610315e-08 1.697861202373001e-08 1.1425666814113254e-10 4.1235217376813985e-12 1.0172292013845927e-14 6.113006450682827e-05 4.399023199231289e-08 5.350546542784902e-10 2.9730523343126898e-09 2.398686843468424e-10 2.690516286140666e-10 7.915440995181163e-11 1.5051409161652877e-12
4.9724 2002.7 6.212842707080115e-09 0.8359329159061515 0.0006802959058891374 7.932000390081771e-29 6.946127376961987e-12 7.710826009574841e-16 2.5034914623060955e-29 1.3881324933686284e-22 0.1621909641993837 0.0004899066813397901 6.840900847712043e-07 0.00046314268939845205 6.319908871490514e-07 6.80734897960756e-05 6.06912444775531e-08 2.266819928743832e-05 1.0250879501022267e-07 5.4138879187156284e-09 4.639466668177314e-05 1.7324126255570937e-07 2.8490191500207625e-09 3.7022321473910393e-06 2.3452822629304097e-07 4.347877357924799e-10 1.791032286145281e-11 5.912654752487322e-08 1.878188303401423e-08 1.36751167598093e-10 3.831361327881152e-12 8.066431198557752e-15 6.125810966662634e-05 5.577539650787561e-08 5.340613281845232e-10 3.0406607981708112e-09 1.9736511279851985e-10 2.8181961966517376e-10 5.0434106033219695e-11 1.0272547867232655e-12
5.6894 2071.3 9.246482596743602e-09 0.8355939368049118 0.0009988509061886735 1.0119229367266685e-27 1.3806121206904464e-11 1.9793368686791066e-15 3.123984723629705e-28 8.338806494394274e-22 0.16215686923788883 0.0004894120545006157 5.790767837529452e-07 0.00046327653333979874 6.471980378871629e-07 6.804902001577239e-05 5.2128910667412736e-08 2.2420989385903224e-05 1.292996595506689e-07 4.634363463409445e-09 5.142297014692557e-05 2.2249090437694893e-07 3.298001254960573e-09 3.6981901472451232e-06 2.3153802751166707e-07 4.230727411769298e-10 1.6466452053073342e-11 5.6106447375202495e-08 2.083815938147048e-08 1.6438065593609792e-10 3.6413049641436e-12 6.6373358545928656e-15 6.137993072653546e-05 7.01598633865253e-08 5.30595611446094e-10 3.078942918004167e-09 1.6303600067934142e-10 2.9286812638555417e-10 3.2561140927637867e-11 7.094823370523527e-13
6.5099 2140.8 1.344024485958522e-08 0.8351526854000926 0.0014328553673421144 1.1243732209680617e-26 2.644089335307776e-11 4.848026327633315e-15 3.411195921700341e-27 4.570128779036759e-21 0.1621174626419267 0.0004888978108120268 5.021687057148236e-07 0.00046339039073368195 6.66701063718845e-07 6.80245586120042e-05 4.507580231283454e-08 2.2125129939326225e-05 1.4620856516574054e-07 3.9388847397539505e-09 5.447909761033225e-05 2.721157356209657e-07 3.797468560866523e-09 3.6932587207106675e-06 2.2777110129994395e-07 4.0925078248842963e-10 1.502601804730863e-11 5.342311622149659e-08 2.318031397615959e-08 1.986544122729386e-10 3.5478800027346385e-12 5.683895564985319e-15 6.148975660173808e-05 8.750157351419573e-08 5.260887588055797e-10 3.1087737175422345e-09 1.3624317974366163e-10 3.041546011841937e-10 2.1525742809377314e-11 5.00268780155067e-13
7.4488 2211.3 1.9127092566344264e-08 0.8346343921892132 0.0020126360997524714 1.1023974181351421e-25 4.8976623810935914e-11 1.1383357807882462e-14 3.300726622013026e-26 2.304767531499171e-20 0.16207235951455556 0.0004884063234912058 4.450371338350332e-07 0.00046344932395248365 6.904774897254924e-07 6.799964220253423e-05 3.929793165912004e-08 2.1802715161696267e-05 1.436498938783431e-07 3.330777347025474e-09 5.44243631840838e-05 3.127744320939887e-07 4.351840736168792e-09 3.687523518177643e-06 2.2343799195231902e-07 3.941560121324791e-10 1.364245096545239e-11 5.102524055533913e-08 2.5846157922171575e-08 2.4116713384964324e-10 3.534469342530349e-12 5.044885138540477e-15 6.158599520026619e-05 1.0828727894926624e-07 5.20984901297919e-10 3.1305747165997176e-09 1.1505041747590691e-10 3.1567224076548344e-10 1.453710917324033e-11 3.5939531465783e-13
8.523 2282.9 2.669327590819974e-08 0.8339265282212187 0.0027736583362955617 9.661174255948426e-25 8.790381665322614e-11 2.5689829600254747e-14 2.8659286041658466e-25 1.0789592203257104e-19 0.1620115633050911 0.0004878953993842268 4.0236230053656074e-07 0.0004634036106995215 7.185248448646212e-07 6.796825560999313e-05 3.4333938784895995e-08 2.140046305288226e-05 1.3997974317766265e-07 2.800404923623165e-09 5.436103457852814e-05 3.5837462854037537e-07 4.963576598232268e-09 3.6802062618300433e-06 2.177445969171912e-07 3.756290317433492e-10 1.2215191966785677e-11 4.8882774886037904e-08 2.8873674085589294e-08 2.93946226732843e-10 3.5923122690114165e-12 4.6255713079443394e-15 6.166285652426309e-05 1.330426743281865e-07 5.14091578879999e-10 3.1434447572574076e-09 9.804131183538872e-11 3.272591887992115e-10 1.000258962774408e-11 2.6248272616085117e-13
9.7521 2355.0 3.645899637714898e-08 0.8330303594376596 0.0037434826016916616 7.486549015652185e-24 1.5251309814094273e-10 5.5555456704416756e-14 2.2095516822679297e-24 4.653510684830386e-19 0.1619306547926896 0.00048734189319358406 3.716497629113627e-07 0.0004632606577679713 7.515491970104821e-07 6.79304426876859e-05 3.023283291077541e-08 2.0948117774372127e-05 1.3530626767328933e-07 2.357706664983038e-09 5.428853862370463e-05 4.091328045360465e-07 5.634792250569319e-09 3.6711192251357176e-06 2.1084774527195598e-07 3.548002546157946e-10 1.0858093959329195e-11 4.697161699133705e-08 3.230939196437789e-08 3.5984779512237047e-10 3.731252211600438e-12 4.392473122404991e-15 6.171027854834932e-05 1.6217540969425836e-07 5.060700060360729e-10 3.151060243483728e-09 8.448495244316087e-11 3.3933912002856947e-10 7.036511730967343e-12 1.9545516535319407e-13
11.159 2427.4 4.869332707004965e-08 0.8318836826075242 0.004950721002014239 5.1554640057844664e-23 2.558137789318414e-10 1.1515945934294988e-13 1.5199211276494115e-23 1.8556861505835427e-18 0.1618292097753715 0.00048694525671079766 3.499214207543166e-07 0.00046280793701150634 7.89509798464277e-07 6.782622041840073e-05 2.6406472970916337e-08 2.0397173878440544e-05 1.2996711063359143e-07 1.9946427825014935e-09 5.419185006062334e-05 4.652395443739178e-07 6.367748112941304e-09 3.6585720277129e-06 2.024615580330985e-07 3.3127156800591766e-10 9.555621542223767e-12 4.5256753313853874e-08 3.612318897743134e-08 4.4138491538827207e-10 3.9482810961512236e-12 4.303681345206229e-15 6.172487784543762e-05 1.9616448821899667e-07 4.953902999897583e-10 3.1449217128763633e-09 7.341962749282123e-11 3.509673977306946e-10 5.043050139792678e-12 1.4789079713422751e-13
12.768 2500.1 6.376891244566053e-08 0.8305408995953404 0.006426430996935474 3.1825567122506277e-22 4.1635287341156156e-10 2.29807877531098e-13 9.407066919508459e-23 6.8791212284586776e-18 0.16171527980124994 0.00048643226306312464 3.3569024533961167e-07 0.0004623709742335448 8.329619407579577e-07 6.770918210721673e-05 2.319056029164618e-08 1.9807706887818193e-05 1.240440710604458e-07 1.6954280764731001e-09 5.4081920880683136e-05 5.271813376433259e-07 7.167014257027817e-09 3.6437181132023794e-06 1.932619399657458e-07 3.071335397959912e-10 8.392394044696701e-12 4.371467605502644e-08 4.04276263068677e-08 5.435966063127812e-10 4.259294808377069e-12 4.348971591328302e-15 6.170061330795912e-05 2.3559904495212233e-07 4.837758395561242e-10 3.134466554089359e-09 6.443123132054224e-11 3.6309310201890855e-10 3.686732380695762e-12 1.1385349370901741e-13
14.609 2573.4 8.205919928391521e-08 0.8286792313055715 0.008209381652195948 1.792349534953544e-21 6.591401590604211e-10 4.430057037948931e-13 5.327657567353743e-22 2.3986712698469934e-17 0.16154950025424078 0.000485657490274265 3.2723507055286065e-07 0.0004618322007701268 8.817010966690682e-07 6.757817420789995e-05 2.0407168144001788e-08 1.910189930376326e-05 1.1691541633112436e-07 1.445617091386247e-09 5.3951401877993915e-05 5.954081784989821e-07 8.032678754917295e-09 3.6233746326974196e-06 1.8180537930142893e-07 2.800875660923643e-10 7.309849856236868e-12 4.23249801250918e-08 4.520437143379398e-08 6.716516674074037e-10 4.668902348036143e-12 4.509879011196685e-15 6.15954745872913e-05 2.8109115963683564e-07 4.69548257054753e-10 3.1201328333870007e-09 5.701147718011111e-11 3.7561241143331297e-10 2.7401611716245362e-12 8.895462483806282e-14
16.716 2646.5 1.0371616969351806e-07 0.8265919313084893 0.010298916718770935 9.07203952345832e-21 1.0149890850654955e-09 8.243883723093569e-13 2.721393712970813e-21 7.784453992019308e-17 0.16136338912829085 0.00048476784307835885 3.2472395134897053e-07 0.0004612844465586436 9.372113964731456e-07 6.744400440650356e-05 1.820186918573904e-08 1.841413530311658e-05 1.0951227914434228e-07 1.2414107431198014e-09 5.380980195117676e-05 6.701200783141915e-07 8.969439974862326e-09 3.599643283633094e-06 1.702862828358808e-07 2.549347726987997e-10 6.405452719601935e-12 4.107313297266525e-08 5.056742055126018e-08 8.329509813822749e-10 5.2126182647571055e-12 4.816411679534611e-15 6.141726272095899e-05 3.330564695928342e-07 4.5565442042190545e-10 3.104256618239517e-09 5.096343822436321e-11 3.8896642440457306e-10 2.077697703037849e-12 7.072409163401255e-14
19.127 2719.4 1.290028413563616e-07 0.8243439879935731 0.012708671739310977 4.162597693465864e-20 1.5244744742317399e-09 1.485987252578238e-12 1.2642873806593461e-20 2.3647569798353933e-16 0.1611634573725105 0.0004838165286445268 3.275205154344257e-07 0.00046071802154758754 1.000096680910355e-06 6.730721777378666e-05 1.6457242853819472e-08 1.776434362922074e-05 1.0200167157805867e-07 1.0733305404434558e-09 5.365962253435069e-05 7.518165016934992e-07 9.981718973976474e-09 3.5730286336407088e-06 1.5912824782308393e-07 2.3205117992658464e-10 5.648791882903086e-12 3.9942390677642226e-08 5.660376351416992e-08 1.0363800721045621e-09 5.9174849566442e-12 5.283853609206019e-15 6.116092537376566e-05 3.921522707919244e-07 4.425585910920603e-10 3.087018522979328e-09 4.598662015431973e-11 4.031844721131966e-10 1.6045251525263894e-12 5.713471937704869e-14
21.885 2792.3 1.5822858710178251e-07 0.8218630514000953 0.015457284379149965 1.753152140150601e-19 2.2397018969524923e-09 2.6040309456811853e-12 5.406522371246717e-20 6.78022304394842e-16 0.16094301514775508 0.0004827908729924966 3.3502938201050023e-07 0.00046008983850356146 1.0706164189573145e-06 6.716309606430704e-05 1.5046822665801446e-08 1.7137646793895063e-05 9.434965320052714e-08 9.335555026948157e-10 5.349912222375257e-05 8.410187349361658e-07 1.1072911611042202e-08 3.5426175572731014e-06 1.4812183219048364e-07 2.1082047941616548e-10 5.002702616607681e-12 3.8917448737780746e-08 6.335855013868455e-08 1.2928284458879637e-09 6.813447914916533e-12 5.93175517084455e-15 6.080283028366303e-05 4.591164670470047e-07 4.299403080243145e-10 3.0680340422211226e-09 4.182988476073216e-11 4.181588932670958e-10 1.2587247918096294e-12 4.679723792909952e-14
25.041 2865.2 1.916386377299644e-07 0.8189455929664984 0.018548501267680904 6.821010133842557e-19 3.223434335560818e-09 4.444754320132805e-12 2.1412420248800357e-19 1.8421958133127896e-15 0.1606854611821847 0.00048161281159422035 3.470952319343738e-07 0.0004593469497206354 1.1491176897946626e-06 6.700088817409051e-05 1.3878510286462561e-08 1.6509154669829642e-05 8.654260113621783e-08 8.165493735045743e-10 5.3321141863621903e-05 9.380167475170327e-07 1.2242962545942118e-08 3.505127430179391e-06 1.369601896137337e-07 1.9080313132336243e-10 4.444969473979269e-12 3.7986549216072764e-08 7.080313072559335e-08 1.6158990401035442e-09 7.943741222073195e-12 6.7967686100978184e-15 6.028568963943635e-05 5.344960110075345e-07 4.172485927569825e-10 3.0458018338571375e-09 3.831124793556145e-11 4.3364355614351416e-10 1.0012751193812171e-12 3.8802793685224346e-14
28.652 2938.1 2.294871124608978e-07 0.8160181772931444 0.02198463391754083 2.4640061841414668e-18 4.5572943327937485e-09 7.414161272180436e-12 7.893636348033463e-19 4.7606651729888135e-15 0.160425252347304 0.00048048276530942213 3.6407694658978904e-07 0.0004586016123312279 1.2372075828521778e-06 6.683770189269545e-05 1.2969255271307777e-08 1.5958482325760754e-05 7.909333396180118e-08 7.184778259061912e-10 5.313995344589159e-05 1.0436991744978612e-06 1.3503884330495065e-08 3.4654365778287852e-06 1.2682565079558287e-07 1.7332885464856053e-10 3.979211491094938e-12 3.713826264217321e-08 7.922447268639226e-08 2.0246849767984875e-09 9.378835025860936e-12 7.94770733505249e-15 5.9643296236533924e-05 6.193399420928624e-07 4.063310168279762e-10 3.022947615229657e-09 3.534140774144835e-11 4.500610029840142e-10 8.076121864400791e-13 3.25629456385943e-14
32.784 3010.9 2.711599439405558e-07 0.8125982707499902 0.02574449398396805 8.311968480979313e-18 6.316924841506598e-09 1.2062274887034333e-11 2.7232076454341562e-18 1.1748851701822075e-14 0.16012432894557696 0.00047953710091013587 3.8524118759102475e-07 0.00045741392161182206 1.3336226744366621e-06 6.655809880323318e-05 1.2042169849393144e-08 1.534164004512206e-05 7.208316455317186e-08 6.362133410335512e-10 5.29129753719396e-05 1.1573543639553044e-06 1.484542498002166e-08 3.416629397908074e-06 1.1647256377677186e-07 1.5649758499010144e-10 3.5624687208626796e-12 3.636201249495542e-08 8.81691047130122e-08 2.5319601139989926e-09 1.1152120517559451e-11 9.423299458897329e-15 5.87941930432244e-05 7.1384962023848e-07 3.9337612984954827e-10 2.9880342712152068e-09 3.27185857582109e-11 4.655306646979556e-10 6.572563375933645e-13 2.7535448641802576e-14
